,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,uri,playlists
195,0.995,0.403,0.00392,0.897,0.0964,-27.859,0.0652,64.983,spotify:track:4JWahu8mLBaapOganH9EAq,piano_classical
196,0.994,0.546,0.13,0.935,0.147,-21.022,0.0524,153.715,spotify:track:5R0ugxDgoSnveHuguslpOm,piano_classical
197,0.996,0.515,0.00666,0.952,0.0835,-27.246,0.119,119.889,spotify:track:7mRT0BHsSuTPbctkNqXbCw,piano_classical
198,0.995,0.441,0.0733,0.887,0.118,-24.114,0.0531,110.751,spotify:track:0Pw6kzBdFKRvrsP0k30ooD,piano_classical
199,0.995,0.36,0.00962,0.937,0.1,-26.193,0.0455,171.763,spotify:track:1vL0TtWWFbykuXSIFSgzd5,piano_classical
200,0.995,0.656,0.00733,0.95,0.0776,-40.297,0.0509,108.104,spotify:track:3egdusxmjNG3CkfFt1ukke,piano_classical
201,0.995,0.523,0.0109,0.901,0.101,-32.524,0.0587,112.437,spotify:track:1eFlvwyA9Pkfc5kTYN5ZQq,piano_classical
202,0.993,0.417,0.0871,0.887,0.112,-17.445,0.0384,85.726,spotify:track:6b5gvt1ySErEEPplBJND9j,piano_classical
203,0.995,0.448,0.017,0.917,0.118,-23.212,0.0422,89.175,spotify:track:4ZrVF7iuR0eNquwVd59CwI,piano_classical
204,0.994,0.482,0.115,0.922,0.212,-21.644,0.0399,118.106,spotify:track:4qXYnDO3aeGBpJnO70lFQg,piano_classical
205,0.994,0.472,0.0539,0.946,0.0938,-22.858,0.0364,78.948,spotify:track:3IxrYX2teiJLcThvHEZjVq,piano_classical
206,0.994,0.493,0.0407,0.882,0.118,-25.435,0.0525,109.649,spotify:track:7nBFvJi0bYFhME0EzY1Rlu,piano_classical
207,0.98,0.475,0.567,0.987,0.17,-12.944,0.0483,108.938,spotify:track:04i2mK7KSubmkJKnBEcR4D,piano_classical
208,0.995,0.585,0.00434,0.899,0.107,-22.148,0.12,72.476,spotify:track:1EYXBz7GMoF59vFCwai31E,piano_classical
209,0.994,0.396,0.0026,0.943,0.107,-31.014,0.0645,74.877,spotify:track:2rq3q0m6r5oIaRdXu5dQkh,piano_classical
210,0.994,0.584,0.117,0.949,0.14,-18.778,0.0521,104.835,spotify:track:3GEWnMlnmzmqA3mJulNewg,piano_classical
211,0.992,0.529,0.172,0.919,0.111,-19.057,0.0397,106.51,spotify:track:7LiWPsRvN5hr8kdepKScs8,piano_classical
212,0.994,0.485,0.0711,0.933,0.148,-20.518,0.0491,115.663,spotify:track:5dzz3up22tatxQzE3H5ikg,piano_classical
213,0.992,0.571,0.257,0.909,0.121,-18.301,0.0354,108.966,spotify:track:3b8395VUHGLBWSICO75sNl,piano_classical
214,0.993,0.427,0.335,0.887,0.199,-15.707,0.0403,183.175,spotify:track:3gNPDzwAv9KD3DhumkgfCZ,piano_classical
215,0.996,0.466,0.0305,0.855,0.0751,-25.343,0.0888,72.581,spotify:track:0fF7Iu9VVdTvYHrQB5S6hX,piano_classical
216,0.994,0.536,0.00326,0.945,0.0903,-22.524,0.594,167.675,spotify:track:0kpgUuKVzWY71UobeF2TJ9,piano_classical
217,0.995,0.328,0.0984,0.883,0.0746,-25.527,0.0495,174.83,spotify:track:7hOE5tYTt0QfB5Gj7HZvPZ,piano_classical
218,0.996,0.462,0.00263,0.962,0.0758,-36.494,0.0695,125.521,spotify:track:2saSDDzqCYZGJfWQKnmP9A,piano_classical
219,0.996,0.469,0.0107,0.938,0.09,-28.332,0.0454,74.135,spotify:track:5yvPJlwexxg5xAwQPX9GPr,piano_classical
220,0.995,0.663,0.0662,0.932,0.106,-19.215,0.748,92.35,spotify:track:7nlKbkiPwXqC5kuy2NVk2Z,piano_classical
221,0.996,0.384,0.0372,0.929,0.102,-27.484,0.0552,79.725,spotify:track:3g69l2yQNmjPnFuh4HxpKX,piano_classical
222,0.996,0.528,0.00912,0.947,0.0887,-39.605,0.0632,128.287,spotify:track:6PxQSYngJq1n2xn9vhd2iH,piano_classical
223,0.996,0.415,0.072,0.914,0.0668,-26.559,0.0398,128.396,spotify:track:3d2j36FqGdJWlqO25cWS2Y,piano_classical
224,0.995,0.272,0.0116,0.916,0.0953,-31.041,0.041,179.022,spotify:track:0GjH4tnAKhitSHPL86fs20,piano_classical
225,0.994,0.631,0.191,0.893,0.192,-16.659,0.0852,106.93,spotify:track:2GMwLxwujdcZZhBx9ygnSf,piano_classical
226,0.994,0.521,0.0545,0.9,0.0986,-20.751,0.102,74.661,spotify:track:3KVOKJvgCyHPP3FCYRsGAH,piano_classical
227,0.971,0.171,0.00805,0.0,0.0905,-35.855,0.0427,88.528,spotify:track:4c2LgqyIdVXORKcctaV6Gj,piano_classical
228,0.994,0.383,0.0346,0.538,0.171,-24.569,0.038,99.926,spotify:track:4RNWIaJzeJt0TmTzfVcF6P,piano_classical
229,0.98,0.493,0.0678,0.194,0.0812,-27.143,0.0537,113.626,spotify:track:7IobFWlpRMP6AQY2T1FBcH,piano_classical
230,0.993,0.454,0.0574,0.9,0.0957,-25.364,0.045,111.565,spotify:track:5A2TWg32I9JgR5ICuTxWqO,piano_classical
231,0.992,0.375,0.0258,0.882,0.105,-30.426,0.0647,83.461,spotify:track:5MeotUH0pZxokr2yDwlVx5,piano_classical
232,0.995,0.509,0.0792,0.89,0.178,-25.004,0.0472,95.707,spotify:track:64c3gZkYe59d08CYSSxId1,piano_classical
233,0.994,0.501,0.117,0.897,0.109,-22.797,0.0393,108.635,spotify:track:37CunijcxV7AL66POouccW,piano_classical
234,0.994,0.535,0.106,0.902,0.087,-23.546,0.0599,128.603,spotify:track:6ROb6N8AIARqjzRw8JlvpN,piano_classical
235,0.995,0.401,0.00521,0.899,0.0668,-29.909,0.0652,68.571,spotify:track:4k07uiOsQhOTGcWFHWgRJu,piano_classical
236,0.994,0.567,0.0573,0.912,0.14,-24.621,0.0599,85.984,spotify:track:7cUDoXZxFcnAdNcuQBrFT6,piano_classical
237,0.994,0.393,0.0693,0.916,0.0851,-24.729,0.0437,123.027,spotify:track:04J1wFb7iSUdM8Dhsdqi2L,piano_classical
238,0.994,0.444,0.107,0.898,0.121,-22.483,0.0551,141.161,spotify:track:0ekXBiOBcsPVXzWQDbyrWv,piano_classical
239,0.992,0.299,0.00163,0.883,0.0631,-37.652,0.071,78.015,spotify:track:4eXYJ6cD4zMlB1JDhq9fjI,piano_classical
240,0.993,0.537,0.0526,0.907,0.103,-23.4,0.0605,126.789,spotify:track:0hGfxKqJHiAiTDBKJoBc5o,piano_classical
241,0.992,0.448,0.137,0.871,0.0712,-24.765,0.0673,88.509,spotify:track:2Tk7TyGZSY7lddx0pulXWA,piano_classical
242,0.993,0.399,0.084,0.873,0.116,-23.537,0.0447,115.767,spotify:track:5prPoMjuLVe1GWz4wKdxiX,piano_classical
243,0.988,0.471,0.00106,0.876,0.0846,-30.234,0.106,87.671,spotify:track:09Ag3SjuxHB34y4GLayamo,piano_classical
244,0.995,0.505,0.0431,0.908,0.137,-25.172,0.0551,101.112,spotify:track:7fgfRJzmYhiA8ScwS4CNlM,piano_classical
245,0.994,0.427,0.0485,0.882,0.107,-23.754,0.0442,115.978,spotify:track:1zzXwCrZlKc0Mn3RN7JWfj,piano_classical
246,0.995,0.293,0.0217,0.895,0.0627,-29.152,0.0477,183.125,spotify:track:29uvxgVECDgnHbUhRVeIyk,piano_classical
247,0.994,0.427,0.0155,0.935,0.109,-27.143,0.11,73.515,spotify:track:4Lpa8nCTtpWxUr81ZhmMaT,piano_classical
248,0.994,0.587,0.03,0.859,0.0797,-24.04,0.082,82.042,spotify:track:2Zmmcl4fcg12CWf3lYJnu4,piano_classical
249,0.993,0.349,0.0752,0.888,0.0866,-22.897,0.0585,73.133,spotify:track:3o3SrhJBSPiC0ZBCvsMzC4,piano_classical
250,0.995,0.445,0.0296,0.909,0.102,-25.711,0.0412,104.976,spotify:track:1HGn5xH3z4gg7KUqVaavg5,piano_classical
251,0.993,0.368,0.00447,0.884,0.138,-31.739,0.0588,62.061,spotify:track:6STqpEMvbgC1GXoipBn5KF,piano_classical
252,0.995,0.503,0.111,0.906,0.101,-24.697,0.0675,90.509,spotify:track:2pqVYHeho4QLrEwWHxinxL,piano_classical
253,0.992,0.411,0.0364,0.896,0.0665,-25.805,0.042,95.457,spotify:track:2wcl9ZCgrqTW0yp0jWX66x,piano_classical
254,0.995,0.38,0.012,0.851,0.102,-32.261,0.0589,87.436,spotify:track:38r2AKNrztNSo0z30cSHVi,piano_classical
255,0.995,0.475,0.134,0.896,0.0895,-26.668,0.0562,79.378,spotify:track:093VXBMaDbJcUfdx14RO8s,piano_classical
256,0.994,0.411,0.111,0.881,0.0936,-24.857,0.0464,142.173,spotify:track:5FcSJqX6v3SWJwtNPp7HgJ,piano_classical
257,0.992,0.438,0.00246,0.925,0.0635,-29.011,0.0685,100.688,spotify:track:6De1NgXqSwMSt2nAEwANyS,piano_classical
258,0.995,0.433,0.0352,0.941,0.0835,-28.978,0.0423,107.39,spotify:track:6iOfXHKMq4MQOlg732b6MO,piano_classical
259,0.994,0.389,0.0966,0.903,0.0828,-28.026,0.0544,144.097,spotify:track:7jmtH99LQk3kvynnRUgzmT,piano_classical
260,0.99,0.396,0.125,0.922,0.111,-23.15,0.075,74.469,spotify:track:7uER5Ko6Uvv0Bn7aBOZGWx,piano_classical
261,0.994,0.421,0.00642,0.881,0.106,-29.7,0.06,110.507,spotify:track:60JFA87Zo781RTugzl3gA6,piano_classical
262,0.993,0.406,0.0828,0.89,0.153,-22.897,0.042,93.026,spotify:track:37guccNTdgCYcGv3D9jnfj,piano_classical
263,0.994,0.474,0.0285,0.851,0.119,-26.334,0.0404,138.331,spotify:track:0UXwzNkRTfyo2ZQTAiX9hn,piano_classical
264,0.995,0.407,0.00942,0.936,0.104,-29.083,0.163,72.711,spotify:track:7psWpiiUOoZV7KBi1t6iMc,piano_classical
265,0.993,0.408,0.0839,0.906,0.113,-23.855,0.0389,80.775,spotify:track:5DDcah5uwSnjPHpiHDptNd,piano_classical
266,0.994,0.408,0.0635,0.908,0.0896,-25.754,0.0455,70.394,spotify:track:5ZP3qFeooAEc10MfiPKmj8,piano_classical
267,0.995,0.472,0.0162,0.874,0.0911,-27.81,0.0665,93.336,spotify:track:3ZxcEs0NntppmYQQ6wXNPn,piano_classical
268,0.994,0.495,0.0557,0.886,0.0877,-26.761,0.0504,113.19,spotify:track:1XjMDgHSxAcPLuX18yyDqV,piano_classical
269,0.994,0.45,0.0556,0.922,0.0977,-25.778,0.0402,72.671,spotify:track:49lYytbDf44wjrxVHHsEFP,piano_classical
270,0.994,0.363,0.00264,0.912,0.0885,-38.325,0.0696,59.898,spotify:track:5RRUHkmNpqP9RUpefrfyje,piano_classical
271,0.995,0.405,0.0526,0.896,0.132,-25.498,0.036,105.155,spotify:track:43ar4cMZtzlwazsTNly2rE,piano_classical
272,0.994,0.367,0.0442,0.878,0.101,-27.44,0.042,127.007,spotify:track:5zdESyeLFdLluW2QNJwKEN,piano_classical
273,0.994,0.415,0.0335,0.881,0.13,-30.161,0.0441,132.319,spotify:track:4eCg3F3zBkvnQy2sFWcvgE,piano_classical
274,0.993,0.508,0.145,0.877,0.0849,-26.996,0.0704,143.71,spotify:track:0OB3PAvsWJu71SIhwqTEpq,piano_classical
275,0.993,0.411,0.0903,0.885,0.133,-26.338,0.0456,141.612,spotify:track:3r4pwYeNDkIdn9CG4Gkaha,piano_classical
276,0.995,0.567,0.0198,0.94,0.0961,-32.899,0.0552,117.416,spotify:track:6ZWP1VnTZRF1hUcsQuvYdZ,piano_classical
277,0.995,0.361,0.0145,0.892,0.118,-31.259,0.0419,77.941,spotify:track:6wy1TvFgOzqu02i3FIrDCl,piano_classical
278,0.995,0.572,0.0471,0.889,0.203,-26.34,0.0517,77.268,spotify:track:0MkJLhYU01b4UNGhGiclDp,piano_classical
279,0.992,0.541,0.00671,0.929,0.111,-24.503,0.0599,109.116,spotify:track:154iLIeFVAUV5xYK6WKJnV,piano_classical
280,0.994,0.383,0.0643,0.93,0.218,-25.582,0.0363,126.732,spotify:track:0hbcDmVHUs1I91yQYh58P2,piano_classical
281,0.995,0.384,0.0205,0.91,0.0742,-29.021,0.0467,65.702,spotify:track:4Y9gyHaXBBdtgTNeQJWC59,piano_classical
282,0.995,0.486,0.0518,0.946,0.16,-25.943,0.0711,117.49,spotify:track:1JXwkCHF32clXPsLzMOOMS,piano_classical
283,0.992,0.466,0.00497,0.943,0.113,-32.06,0.0541,60.261,spotify:track:5jt3Iks5poHYqvnyo4vfgK,piano_classical
284,0.993,0.497,0.151,0.875,0.113,-24.735,0.0669,136.631,spotify:track:27tXTR8qsaO9iSelXqB2Ix,piano_classical
285,0.995,0.257,0.00221,0.981,0.0988,-41.345,0.0447,78.511,spotify:track:71p74mrQqEM5NuR8yhAwoN,piano_classical
286,0.996,0.571,0.0146,0.856,0.124,-30.52,0.0642,66.128,spotify:track:0ncIOVU6TASWdhjjXY1pc6,piano_classical
287,0.993,0.375,0.109,0.877,0.104,-24.412,0.0502,80.031,spotify:track:1pK6tnppbSTwbEhqb4RxJt,piano_classical
288,0.994,0.462,0.0744,0.863,0.142,-22.916,0.048,135.515,spotify:track:5fEsUEt7h8Tt4NYaRFEDD0,piano_classical
289,0.993,0.253,0.00723,0.915,0.0853,-35.144,0.043,75.338,spotify:track:5HPlEQ6hv2cvumGQqAxJWc,piano_classical
290,0.992,0.362,0.0953,0.854,0.0751,-25.212,0.0491,79.527,spotify:track:4v5L1yhxuJN3hKpvWLcrWU,piano_classical
291,0.994,0.424,0.0508,0.908,0.0634,-26.371,0.0525,105.976,spotify:track:4ccpN06P3oVbIz4GPRUpuG,piano_classical
292,0.993,0.4,0.0019,0.881,0.113,-35.375,0.0503,68.726,spotify:track:4ByYgzFWRYivqlNm7zO7KC,piano_classical
293,0.994,0.228,0.0548,0.931,0.0791,-25.733,0.0361,67.011,spotify:track:0HN0P17SxU0Q57OnIRsN82,piano_classical
294,0.994,0.451,0.052,0.879,0.112,-28.744,0.0579,141.966,spotify:track:6HaeuJ4vBdCMwVaUEsw7WD,piano_classical
295,0.993,0.474,0.0829,0.852,0.0957,-28.954,0.0706,91.584,spotify:track:6P1sUeU7ymm3axD9edbIes,piano_classical
296,0.994,0.515,0.00667,0.903,0.123,-28.469,0.08,80.613,spotify:track:520m68G57C5X9HbJwUMS1T,piano_classical
297,0.992,0.422,0.134,0.88,0.1,-23.428,0.0491,90.038,spotify:track:1LquVyMCSM387TXBts8Ddi,piano_classical
298,0.992,0.271,0.137,0.924,0.0674,-24.863,0.0459,74.94,spotify:track:6mjAlkh8ljIgIX8vQHkKCB,piano_classical
299,0.993,0.474,0.000983,0.847,0.0846,-33.422,0.0944,130.761,spotify:track:3SxaGchssMh0evd46xGuYf,piano_classical
300,0.991,0.316,0.0859,0.907,0.0737,-23.295,0.035,94.054,spotify:track:3ZoHBlrD4qOVV3g6ajQtGW,piano_classical
301,0.994,0.464,0.0459,0.911,0.0779,-28.407,0.0594,135.434,spotify:track:0rp50zq9mUAhYNLfYOieMd,piano_classical
302,0.994,0.296,0.0473,0.901,0.0883,-28.911,0.0355,98.38,spotify:track:5Fs4q8MN8DRqjBQc24gmz7,piano_classical
303,0.988,0.315,0.106,0.9,0.0597,-23.431,0.0455,101.312,spotify:track:4BB8hoOzHADsZeARQUlvzk,piano_classical
304,0.994,0.249,0.00314,0.94,0.0742,-37.549,0.06,82.344,spotify:track:33COEsMIRVOMY0oFT7NkJW,piano_classical
305,0.992,0.37,0.163,0.91,0.115,-21.833,0.0399,128.929,spotify:track:2bgtYwrJNz42QnJth1frKC,piano_classical
306,0.993,0.35,0.0138,0.817,0.116,-26.753,0.0735,72.277,spotify:track:44rem4NqgcLM72oiSdX95o,piano_classical
307,0.995,0.368,0.0117,0.891,0.126,-31.647,0.0342,66.678,spotify:track:239sa0upnOmYJdQnYqPhoF,piano_classical
308,0.993,0.335,0.019,0.917,0.0971,-27.671,0.0503,105.287,spotify:track:3orbQqTk8iZ71xDjnCG7HH,piano_classical
309,0.991,0.444,0.0865,0.919,0.123,-23.931,0.0571,129.856,spotify:track:4RGZDZO9CFpGoZhK2jef6G,piano_classical
310,0.993,0.394,0.102,0.927,0.169,-23.123,0.0343,105.723,spotify:track:30m23Dn8jXi6Lxb7zYotHB,piano_classical
311,0.995,0.49,0.00731,0.863,0.0946,-30.435,0.053,67.223,spotify:track:4s7I2LzXi3LXKrcGIZvET4,piano_classical
312,0.994,0.504,0.0772,0.807,0.0896,-22.956,0.0406,71.736,spotify:track:7qV3ZQMNQahmaJn7J4YsZV,piano_classical
313,0.992,0.429,0.0337,0.884,0.066,-26.929,0.052,115.197,spotify:track:0igZm6RudVHCrh9KYg44Or,piano_classical
314,0.993,0.527,0.00596,0.9,0.0656,-32.888,0.0649,81.969,spotify:track:2IJPalg5TdPJZFwhmYCgoO,piano_classical
315,0.993,0.463,0.141,0.891,0.125,-22.9,0.0469,139.697,spotify:track:7osZ6jANB8fXwzudh3KtCW,piano_classical
316,0.991,0.503,0.0112,0.887,0.0942,-29.655,0.0722,94.135,spotify:track:2hz05iot38fwrIddszZz2X,piano_classical
317,0.99,0.467,0.0453,0.873,0.124,-25.67,0.0487,71.774,spotify:track:7FC0wZT6TEmpSW8vxCRtnE,piano_classical
318,0.992,0.446,0.051,0.904,0.0686,-25.827,0.0511,123.123,spotify:track:1nTqmNFPcTzrXKc6KZ0cFL,piano_classical
319,0.992,0.429,0.0868,0.903,0.112,-23.893,0.0465,122.304,spotify:track:01EO4e3BF7HKjK3tLbFwau,piano_classical
320,0.992,0.522,0.0813,0.839,0.189,-23.838,0.0576,98.545,spotify:track:1rpkh7J4wx5g1vMJkKvfU9,piano_classical
321,0.993,0.355,0.00274,0.933,0.0732,-39.367,0.0641,68.423,spotify:track:3yJafIlz8WiL6XCJneMc4u,piano_classical
322,0.993,0.389,0.0789,0.875,0.089,-27.163,0.0459,134.957,spotify:track:7jXhftMX0jwJZsEUam46EY,piano_classical
323,0.987,0.342,0.0184,0.898,0.156,-27.774,0.0416,95.9,spotify:track:1J1K9sVDDVClmgImWx03UM,piano_classical
324,0.991,0.343,0.069,0.91,0.156,-22.349,0.0388,136.972,spotify:track:0m9gH7GXMpdHOTOf2vbcep,piano_classical
325,0.991,0.345,0.0417,0.888,0.0727,-25.779,0.0516,61.724,spotify:track:0HoFA5ZGNy2Mackq6VHDZR,piano_classical
326,0.991,0.409,0.0396,0.897,0.0857,-27.928,0.0467,113.209,spotify:track:2kxfXn927OLyXsr65sTC97,piano_classical
327,0.99,0.557,0.0441,0.918,0.136,-22.937,0.0987,130.903,spotify:track:3F4df60ieYmXRrVBs1HjWq,piano_classical
328,0.993,0.409,0.0155,0.919,0.104,-26.194,0.0484,107.277,spotify:track:5KOIPaxqGa2ou9LP57RmgM,piano_classical
329,0.99,0.456,0.139,0.906,0.116,-21.487,0.0545,135.078,spotify:track:2gAlmkWu7mpKHk5UmHb1wJ,piano_classical
330,0.984,0.306,0.0145,0.934,0.0642,-31.984,0.0398,86.987,spotify:track:1JX2TzqWS9NcJIjoPFt895,piano_classical
331,0.992,0.356,0.097,0.906,0.0885,-23.406,0.0358,73.36,spotify:track:5puXTpoZtRiffCxSEG8yzA,piano_classical
332,0.995,0.371,0.02,0.905,0.113,-29.519,0.105,78.005,spotify:track:24sDYLbzXfReVJE8dvGmBp,piano_classical
333,0.987,0.252,0.0207,0.897,0.0984,-30.14,0.0331,80.973,spotify:track:1H8h8xNfiAehdzK1McujxR,piano_classical
334,0.993,0.335,0.0184,0.905,0.0631,-26.805,0.0405,77.66,spotify:track:1iN5FdwWikmUHSNguaDBQD,piano_classical
335,0.988,0.357,0.0287,0.868,0.0987,-26.103,0.0393,131.107,spotify:track:6bQRUDFnAqcYgditMPc0Em,piano_classical
336,0.739,0.079,0.0469,0.93,0.133,-32.238,0.0437,80.951,spotify:track:1lY3ZWlHbADb4qrQGLYD3a,piano_classical
337,0.958,0.145,0.028,0.95,0.159,-31.387,0.0372,60.096,spotify:track:1e9MjaRlJJutoq6XOYaNVo,piano_classical
338,0.899,0.101,0.0221,0.881,0.165,-25.729,0.047,74.203,spotify:track:6FA8uHmE0w5bdjdhYdAqpM,piano_classical
339,0.995,0.647,0.00526,0.949,0.0606,-28.581,0.114,137.439,spotify:track:3n9HzaIRpGv0JEiLzIlAuP,piano_classical
340,0.973,0.237,0.0113,0.309,0.837,-35.385,0.0415,109.86,spotify:track:04Q08aZFyAuQd78C7XoVSS,piano_classical
341,0.99,0.272,0.0114,0.904,0.072,-36.013,0.033,77.255,spotify:track:4dycyakS76LseYGYbnBTCv,piano_classical
342,0.996,0.235,0.0145,0.9,0.0522,-24.379,0.0429,66.228,spotify:track:3RX8wOykXaXwJVVRGUq9av,piano_classical
343,0.992,0.137,0.0427,0.807,0.107,-34.927,0.0448,94.521,spotify:track:2fS9OzMo5aUzJzVbr2kQ32,piano_classical
344,0.418,0.705,0.678,0.0975,0.0707,-10.139,0.0818,151.336,spotify:track:1RLuW6WTizsdDg3aMJyqqS,rock
345,0.566,0.59,0.28,0.0604,0.0985,-13.351,0.0308,90.519,spotify:track:4Xp6n3ViMb0Zq24KGrVvcA,rock
346,0.131,0.586,0.698,0.916,0.214,-10.58,0.0372,86.473,spotify:track:4oAidT5GJBxGlmJdwKyXkk,rock
347,0.799,0.763,0.51,0.000564,0.0768,-9.823,0.215,144.385,spotify:track:5rJvilorz6UVTvjEHoPZV4,rock
348,0.179,0.642,0.741,0.92,0.165,-9.019,0.0463,94.834,spotify:track:5sKDFxMHeRk3g1ZHymjREz,rock
349,0.227,0.529,0.626,0.942,0.1,-11.377,0.0329,104.988,spotify:track:4nJnj7SwCC3tUcPhizuytw,rock
350,0.674,0.593,0.493,0.971,0.165,-12.671,0.0284,145.471,spotify:track:1kqpHvJOkOM9zJkzVJyUw5,rock
351,0.556,0.724,0.685,0.156,0.106,-8.853,0.0467,113.765,spotify:track:1T2utnzE8KkGsYertDwhem,rock
352,0.947,0.576,0.728,0.993,0.257,-9.806,0.0333,80.635,spotify:track:70Qj5oN2X11jmKKzmw561L,rock
353,0.91,0.62,0.443,0.063,0.153,-11.511,0.0684,89.12,spotify:track:5K0daxfZSrsIgxfSsZmdHd,rock
354,0.72,0.609,0.772,0.000941,0.219,-7.907,0.0422,161.24,spotify:track:561Y8on8rdXUpx0HVxQgFJ,rock
355,0.447,0.605,0.803,0.826,0.102,-9.126,0.0312,154.002,spotify:track:6oi2nTzUAR5w0mGZ5ESIJw,rock
356,0.384,0.586,0.633,0.00731,0.129,-10.507,0.0294,119.953,spotify:track:0JbN3wW95xZxX1ChtgVSx0,rock
357,0.248,0.663,0.596,0.413,0.169,-10.879,0.0376,95.493,spotify:track:6iBN4bo5iTTYGQHzGSgVqb,rock
358,0.739,0.691,0.365,0.103,0.137,-14.028,0.0499,80.255,spotify:track:7mLDS58f3LlGBaST0uVSge,rock
359,0.871,0.599,0.785,0.874,0.106,-9.813,0.0441,165.371,spotify:track:4LGD80v44Bl71z7Srvyki7,rock
360,0.448,0.76,0.554,0.0196,0.102,-9.779,0.0468,108.403,spotify:track:4cSeODMJ2retogl26SKSSU,rock
361,0.627,0.724,0.632,0.82,0.143,-11.399,0.0403,99.099,spotify:track:18xOUknta7GGfaL7xxgc4G,rock
362,0.697,0.606,0.374,0.399,0.0867,-12.188,0.0356,137.123,spotify:track:3RzMecp1Ly8DeOoM09Hdvw,rock
363,0.633,0.656,0.628,0.053,0.103,-10.515,0.302,158.245,spotify:track:7AnuLRxRsHWavFlYcLJlHC,rock
364,0.91,0.656,0.443,0.257,0.109,-9.15,0.0457,94.291,spotify:track:6nKJbP3awqEerGM1VkbLJ8,rock
365,0.849,0.709,0.25,0.687,0.111,-18.933,0.0795,119.9,spotify:track:2XsAqIDpYOjzfKkMHDvDnC,rock
366,0.146,0.474,0.872,0.0003,0.867,-9.279,0.401,149.0,spotify:track:3r9pPScdpfZgbgm1sirH1H,rock
367,0.168,0.628,0.944,0.226,0.965,-8.17,0.0446,154.805,spotify:track:6op9ZQzSzyAvAo8AtQAkTw,rock
368,0.0471,0.464,0.508,0.0894,0.607,-11.512,0.0368,184.677,spotify:track:6HF3BcYsJfzPwyjBY0TNGs,rock
369,0.253,0.523,0.903,0.0719,0.345,-8.216,0.0652,96.414,spotify:track:3i0Kes8Lxm1gOkjVjqKLrE,rock
370,0.107,0.591,0.963,0.00114,0.886,-7.99,0.053,159.555,spotify:track:6Von6XDAaYpbC909Et7gNw,rock
371,0.418,0.468,0.897,9.34e-06,0.964,-6.726,0.0603,77.927,spotify:track:5CfcBdStUy4x09IKpQB9ag,rock
372,0.918,0.581,0.502,0.0,0.472,-10.573,0.287,121.615,spotify:track:4Om0QWpCDQSxbm2zOMpGI6,rock
373,0.613,0.426,0.978,0.00269,0.962,-6.117,0.0949,81.384,spotify:track:1llIGWl5uauDGasM0LZlUR,rock
374,0.269,0.616,0.824,0.00352,0.385,-9.681,0.056,155.367,spotify:track:11LYZH3mL82gisXu6MFfB7,rock
375,0.774,0.687,0.513,0.0,0.728,-9.023,0.209,121.869,spotify:track:2vkkJIB8xVZnmGjw8kjwLE,rock
376,0.257,0.834,0.424,0.00878,0.101,-10.352,0.0643,94.502,spotify:track:6s4XkprRvuGLnuuidwEO36,rock
377,0.245,0.52,0.511,0.176,0.106,-10.375,0.0398,161.133,spotify:track:1u0akJBiN9O7Cw9HYPUf2I,rock
378,0.419,0.736,0.761,0.00725,0.328,-9.974,0.0311,128.916,spotify:track:2UyUnsAX9Lo9krCByWw6Io,rock
379,0.39,0.583,0.87,0.009,0.339,-7.87,0.0415,147.239,spotify:track:2UqzxRAKgR80l3OwPJtGlS,rock
380,0.137,0.546,0.894,0.835,0.326,-11.084,0.0587,147.852,spotify:track:2QhaoTKKkyxFMEmCRXCFuL,rock
381,0.873,0.431,0.354,0.232,0.681,-16.443,0.859,90.016,spotify:track:3uLwqScNMaF29U0aDkYlYA,rock
382,0.986,0.432,0.129,0.88,0.0745,-20.974,0.0406,172.885,spotify:track:44aKI3whDPnWAVaglG4aRg,rock
383,0.245,0.407,0.233,0.125,0.0555,-15.686,0.0422,178.781,spotify:track:7lOUuMFmM0NzGry3mCeodf,rock
384,0.344,0.48,0.571,0.00349,0.0514,-11.386,0.0362,79.224,spotify:track:2tCJMrcUVDQHcY8KPtAv88,rock
385,0.347,0.643,0.331,0.00675,0.0781,-14.698,0.0484,188.425,spotify:track:77YJw1bDNzbv8X91yO8ooH,rock
386,0.484,0.763,0.868,0.0101,0.438,-8.706,0.0561,149.303,spotify:track:5rLAnWyOeI9XKyV1b4v5Cd,rock
387,0.261,0.754,0.697,0.00705,0.103,-10.113,0.0397,76.581,spotify:track:5QEu7Yh4r7Qf5afonRFapy,rock
388,0.602,0.75,0.48,0.00116,0.115,-10.158,0.0406,139.123,spotify:track:4m09kElg83AT4xxbeTRtzv,rock
389,0.778,0.497,0.469,0.00422,0.0665,-11.444,0.0599,185.614,spotify:track:65eQtjww8RebziNVY1ny2d,rock
390,0.458,0.649,0.794,0.232,0.322,-8.642,0.0348,151.437,spotify:track:1NHHUQilovIBFxHlsjooFm,rock
391,0.645,0.586,0.797,0.793,0.201,-9.004,0.0337,150.965,spotify:track:7ah6NopKMBs1F7twLKA8lo,rock
392,0.832,0.491,0.401,0.58,0.0673,-13.561,0.0462,171.853,spotify:track:0kCn4ndIcTweYoXZzWpk81,rock
393,0.411,0.655,0.573,0.94,0.0391,-11.167,0.254,76.31,spotify:track:2zU5AXielQ3p42INJZCFhP,rock
394,0.623,0.773,0.618,0.0104,0.163,-9.34,0.0464,111.694,spotify:track:5SjZVCO0t2RIfr6nwWU4Ov,rock
